Name,ID,Has Block,Mod,Class
AWWayofTime:itemAssassinSigil,5273,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.sigil.ItemSigilOfTheAssassin
AWWayofTime:boundHelmetWater,5274,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.armour.OmegaArmourWater
AWWayofTime:boundPlateWater,5275,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.armour.OmegaArmourWater
AWWayofTime:boundLeggingsWater,5276,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.armour.OmegaArmourWater
AWWayofTime:boundBootsWater,5277,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.armour.OmegaArmourWater
AWWayofTime:boundHelmetEarth,5278,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.armour.OmegaArmourEarth
AWWayofTime:boundPlateEarth,5279,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.armour.OmegaArmourEarth
AWWayofTime:boundLeggingsEarth,5280,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.armour.OmegaArmourEarth
AWWayofTime:boundBootsEarth,5281,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.armour.OmegaArmourEarth
AWWayofTime:boundHelmetWind,5282,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.armour.OmegaArmourWind
AWWayofTime:boundPlateWind,5283,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.armour.OmegaArmourWind
AWWayofTime:boundLeggingsWind,5284,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.armour.OmegaArmourWind
AWWayofTime:boundBootsWind,5285,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.armour.OmegaArmourWind
AWWayofTime:inputRoutingFocus,5286,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.routing.InputRoutingFocus
AWWayofTime:outputRoutingFocus,5287,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.routing.OutputRoutingFocus
AWWayofTime:itemMailCatalogue,5288,false,AWWayofTime,WayofTime.alchemicalWizardry.common.items.ItemMailOrderCatalogue
Botania:lexicon,5289,false,Botania,vazkii.botania.common.item.ItemLexicon
Botania:petal,5290,false,Botania,vazkii.botania.common.item.material.ItemPetal
Botania:dye,5291,false,Botania,vazkii.botania.common.item.material.ItemDye
Botania:pestleAndMortar,5292,false,Botania,vazkii.botania.common.item.material.ItemPestleAndMortar
Botania:twigWand,5293,false,Botania,vazkii.botania.common.item.ItemTwigWand
Botania:manaResource,5294,false,Botania,vazkii.botania.common.item.material.ItemManaResource
Botania:lens,5295,false,Botania,vazkii.botania.common.item.lens.ItemLens
Botania:manaPetal,5296,false,Botania,vazkii.botania.common.item.material.ItemManaPetal
Botania:rune,5297,false,Botania,vazkii.botania.common.item.material.ItemRune
Botania:signalFlare,5298,false,Botania,vazkii.botania.common.item.ItemSignalFlare
Botania:manaTablet,5299,false,Botania,vazkii.botania.common.item.ItemManaTablet
Botania:manaGun,5300,false,Botania,vazkii.botania.common.item.ItemManaGun
Botania:manaCookie,5301,false,Botania,vazkii.botania.common.item.ItemManaCookie
Botania:fertilizer,5302,false,Botania,vazkii.botania.common.item.ItemFertilizer
Botania:grassSeeds,5303,false,Botania,vazkii.botania.common.item.ItemGrassSeeds
Botania:dirtRod,5304,false,Botania,vazkii.botania.common.item.rod.ItemDirtRod
Botania:terraformRod,5305,false,Botania,vazkii.botania.common.item.rod.ItemTerraformRod
Botania:grassHorn,5306,false,Botania,vazkii.botania.common.item.ItemGrassHorn
Botania:manaMirror,5307,false,Botania,vazkii.botania.common.item.ItemManaMirror
Botania:manasteelHelm,5308,false,Botania,vazkii.botania.common.item.equipment.armor.manasteel.ItemManasteelHelm
Botania:manasteelHelmReveal,5309,false,Botania,vazkii.botania.common.item.interaction.thaumcraft.ItemManasteelHelmRevealing
Botania:manasteelChest,5310,false,Botania,vazkii.botania.common.item.equipment.armor.manasteel.ItemManasteelChest
Botania:manasteelLegs,5311,false,Botania,vazkii.botania.common.item.equipment.armor.manasteel.ItemManasteelLegs
Botania:manasteelBoots,5312,false,Botania,vazkii.botania.common.item.equipment.armor.manasteel.ItemManasteelBoots
Botania:manasteelPick,5313,false,Botania,vazkii.botania.common.item.equipment.tool.manasteel.ItemManasteelPick
Botania:manasteelShovel,5314,false,Botania,vazkii.botania.common.item.equipment.tool.manasteel.ItemManasteelShovel
Botania:manasteelAxe,5315,false,Botania,vazkii.botania.common.item.equipment.tool.manasteel.ItemManasteelAxe
Botania:manasteelSword,5316,false,Botania,vazkii.botania.common.item.equipment.tool.manasteel.ItemManasteelSword
Botania:manasteelShears,5317,false,Botania,vazkii.botania.common.item.equipment.tool.manasteel.ItemManasteelShears
Botania:terrasteelHelm,5318,false,Botania,vazkii.botania.common.item.equipment.armor.terrasteel.ItemTerrasteelHelm
Botania:terrasteelHelmReveal,5319,false,Botania,vazkii.botania.common.item.interaction.thaumcraft.ItemTerrasteelHelmRevealing
Botania:terrasteelChest,5320,false,Botania,vazkii.botania.common.item.equipment.armor.terrasteel.ItemTerrasteelChest
Botania:terrasteelLegs,5321,false,Botania,vazkii.botania.common.item.equipment.armor.terrasteel.ItemTerrasteelLegs
Botania:terrasteelBoots,5322,false,Botania,vazkii.botania.common.item.equipment.armor.terrasteel.ItemTerrasteelBoots
Botania:terraSword,5323,false,Botania,vazkii.botania.common.item.equipment.tool.ItemTerraSword
Botania:tinyPlanet,5324,false,Botania,vazkii.botania.common.item.equipment.bauble.ItemTinyPlanet
Botania:manaRing,5325,false,Botania,vazkii.botania.common.item.equipment.bauble.ItemManaRing
Botania:auraRing,5326,false,Botania,vazkii.botania.common.item.equipment.bauble.ItemAuraRing
Botania:manaRingGreater,5327,false,Botania,vazkii.botania.common.item.equipment.bauble.ItemGreaterManaRing
Botania:auraRingGreater,5328,false,Botania,vazkii.botania.common.item.equipment.bauble.ItemGreaterAuraRing
Botania:travelBelt,5329,false,Botania,vazkii.botania.common.item.equipment.bauble.ItemTravelBelt
Botania:knockbackBelt,5330,false,Botania,vazkii.botania.common.item.equipment.bauble.ItemKnockbackBelt
Botania:icePendant,5331,false,Botania,vazkii.botania.common.item.equipment.bauble.ItemIcePendant
Botania:lavaPendant,5332,false,Botania,vazkii.botania.common.item.equipment.bauble.ItemLavaPendant
Botania:goldenLaurel,5333,false,Botania,vazkii.botania.common.item.equipment.bauble.ItemGoldenLaurel
Botania:magnetRing,5334,false,Botania,vazkii.botania.common.item.equipment.bauble.ItemMagnetRing
Botania:waterRing,5335,false,Botania,vazkii.botania.common.item.equipment.bauble.ItemWaterRing
Botania:miningRing,5336,false,Botania,vazkii.botania.common.item.equipment.bauble.ItemMiningRing
Botania:terraPick,5337,false,Botania,vazkii.botania.common.item.equipment.tool.ItemTerraPick
Botania:divaCharm,5338,false,Botania,vazkii.botania.common.item.equipment.bauble.ItemDivaCharm
Botania:flightTiara,5339,false,Botania,vazkii.botania.common.item.equipment.bauble.ItemFlightTiara
Botania:enderDagger,5340,false,Botania,vazkii.botania.common.item.equipment.tool.ItemEnderDagger
Botania:quartz,5341,false,Botania,vazkii.botania.common.item.material.ItemQuartz
Botania:waterRod,5342,false,Botania,vazkii.botania.common.item.rod.ItemWaterRod
Botania:elementiumHelm,5343,false,Botania,vazkii.botania.common.item.equipment.armor.elementium.ItemElementiumHelm
Botania:elementiumHelmReveal,5344,false,Botania,vazkii.botania.common.item.interaction.thaumcraft.ItemElementiumHelmRevealing
Botania:elementiumChest,5345,false,Botania,vazkii.botania.common.item.equipment.armor.elementium.ItemElementiumChest
Botania:elementiumLegs,5346,false,Botania,vazkii.botania.common.item.equipment.armor.elementium.ItemElementiumLegs
Botania:elementiumBoots,5347,false,Botania,vazkii.botania.common.item.equipment.armor.elementium.ItemElementiumBoots
Botania:elementiumPick,5348,false,Botania,vazkii.botania.common.item.equipment.tool.elementium.ItemElementiumPick
Botania:elementiumShovel,5349,false,Botania,vazkii.botania.common.item.equipment.tool.elementium.ItemElementiumShovel
Botania:elementiumAxe,5350,false,Botania,vazkii.botania.common.item.equipment.tool.elementium.ItemElementiumAxe
Botania:elementiumSword,5351,false,Botania,vazkii.botania.common.item.equipment.tool.elementium.ItemElementiumSword
Botania:elementiumShears,5352,false,Botania,vazkii.botania.common.item.equipment.tool.elementium.ItemElementiumShears
Botania:openBucket,5353,false,Botania,vazkii.botania.common.item.ItemOpenBucket
Botania:spawnerMover,5354,false,Botania,vazkii.botania.common.item.ItemSpawnerMover
Botania:pixieRing,5355,false,Botania,vazkii.botania.common.item.equipment.bauble.ItemPixieRing
Botania:superTravelBelt,5356,false,Botania,vazkii.botania.common.item.equipment.bauble.ItemSuperTravelBelt
Botania:rainbowRod,5357,false,Botania,vazkii.botania.common.item.rod.ItemRainbowRod
Botania:tornadoRod,5358,false,Botania,vazkii.botania.common.item.rod.ItemTornadoRod
Botania:fireRod,5359,false,Botania,vazkii.botania.common.item.rod.ItemFireRod
Botania:vineBall,5360,false,Botania,vazkii.botania.common.item.ItemVineBall
Botania:slingshot,5361,false,Botania,vazkii.botania.common.item.ItemSlingshot
Botania:manaBottle,5362,false,Botania,vazkii.botania.common.item.ItemBottledMana
Botania:laputaShard,5363,false,Botania,vazkii.botania.common.item.ItemLaputaShard
Botania:virus,5364,false,Botania,vazkii.botania.common.item.ItemVirus
Botania:reachRing,5365,false,Botania,vazkii.botania.common.item.equipment.bauble.ItemReachRing
Botania:skyDirtRod,5366,false,Botania,vazkii.botania.common.item.rod.ItemSkyDirtRod
Botania:itemFinder,5367,false,Botania,vazkii.botania.common.item.equipment.bauble.ItemItemFinder
Botania:superLavaPendant,5368,false,Botania,vazkii.botania.common.item.equipment.bauble.ItemSuperLavaPendant
Botania:enderHand,5369,false,Botania,vazkii.botania.common.item.ItemEnderHand
Botania:glassPick,5370,false,Botania,vazkii.botania.common.item.equipment.tool.ItemGlassPick
Botania:spark,5371,false,Botania,vazkii.botania.common.item.ItemSpark
Botania:sparkUpgrade,5372,false,Botania,vazkii.botania.common.item.ItemSparkUpgrade
Botania:diviningRod,5373,false,Botania,vazkii.botania.common.item.rod.ItemDiviningRod
Botania:gravityRod,5374,false,Botania,vazkii.botania.common.item.rod.ItemGravityRod
Botania:regenIvy,5375,false,Botania,vazkii.botania.common.item.ItemRegenIvy
Botania:manaInkwell,5376,false,Botania,vazkii.botania.common.item.interaction.thaumcraft.ItemManaInkwell
Botania:vial,5377,false,Botania,vazkii.botania.common.item.brew.ItemVial
Botania:brewVial,5378,false,Botania,vazkii.botania.common.item.brew.ItemBrewVial
Botania:brewFlask,5379,false,Botania,vazkii.botania.common.item.brew.ItemBrewFlask
Botania:bloodPendant,5380,false,Botania,vazkii.botania.common.item.equipment.bauble.ItemBloodPendant
Botania:missileRod,5381,false,Botania,vazkii.botania.common.item.rod.ItemMissileRod
Botania:holyCloak,5382,false,Botania,vazkii.botania.common.item.equipment.bauble.ItemHolyCloak
Botania:unholyCloak,5383,false,Botania,vazkii.botania.common.item.equipment.bauble.ItemUnholyCloak
Botania:craftingHalo,5384,false,Botania,vazkii.botania.common.item.ItemCraftingHalo
Botania:blackLotus,5385,false,Botania,vazkii.botania.common.item.ItemBlackLotus
Botania:monocle,5386,false,Botania,vazkii.botania.common.item.equipment.bauble.ItemMonocle
Botania:clip,5387,false,Botania,vazkii.botania.common.item.ItemClip
Botania:cobbleRod,5388,false,Botania,vazkii.botania.common.item.rod.ItemCobbleRod
Botania:smeltRod,5389,false,Botania,vazkii.botania.common.item.rod.ItemSmeltRod
Botania:worldSeed,5390,false,Botania,vazkii.botania.common.item.ItemWorldSeed
Botania:spellCloth,5391,false,Botania,vazkii.botania.common.item.ItemSpellCloth
Botania:thornChakram,5392,false,Botania,vazkii.botania.common.item.ItemThornChakram
Botania:overgrowthSeed,5393,false,Botania,vazkii.botania.common.item.ItemOvergrowthSeed
Botania:craftPattern,5394,false,Botania,vazkii.botania.common.item.ItemCraftPattern
Botania:ancientWill,5395,false,Botania,vazkii.botania.common.item.ItemAncientWill
Botania:corporeaSpark,5396,false,Botania,vazkii.botania.common.item.ItemCorporeaSpark
Botania:livingwoodBow,5397,false,Botania,vazkii.botania.common.item.equipment.tool.bow.ItemLivingwoodBow
Botania:crystalBow,5398,false,Botania,vazkii.botania.common.item.equipment.tool.bow.ItemCrystalBow
Botania:cosmetic,5399,false,Botania,vazkii.botania.common.item.equipment.bauble.ItemBaubleCosmetic
Botania:swapRing,5400,false,Botania,vazkii.botania.common.item.equipment.bauble.ItemSwapRing
Botania:flowerBag,5401,false,Botania,vazkii.botania.common.item.ItemFlowerBag
Botania:phantomInk,5402,false,Botania,vazkii.botania.common.item.ItemPhantomInk
Botania:poolMinecart,5403,false,Botania,vazkii.botania.common.item.ItemPoolMinecart
Botania:pinkinator,5404,false,Botania,vazkii.botania.common.item.ItemPinkinator
Botania:infiniteFruit,5405,false,Botania,vazkii.botania.common.item.relic.ItemInfiniteFruit
Botania:excaliber,5406,false,Botania,vazkii.botania.common.item.relic.ItemExcaliber
Botania:flugelEye,5407,false,Botania,vazkii.botania.common.item.relic.ItemFlugelEye
Botania:thorRing,5408,false,Botania,vazkii.botania.common.item.relic.ItemThorRing
Botania:odinRing,5409,false,Botania,vazkii.botania.common.item.relic.ItemOdinRing
Botania:lokiRing,5410,false,Botania,vazkii.botania.common.item.relic.ItemLokiRing
Botania:aesirRing,5411,false,Botania,vazkii.botania.common.item.relic.ItemAesirRing
Botania:dice,5412,false,Botania,vazkii.botania.common.item.relic.ItemDice
Botania:keepIvy,5413,false,Botania,vazkii.botania.common.item.ItemKeepIvy
Botania:blackHoleTalisman,5414,false,Botania,vazkii.botania.common.item.ItemBlackHoleTalisman
Botania:recordGaia1,5415,false,Botania,vazkii.botania.common.item.record.ItemRecordGaia1
Botania:recordGaia2,5416,false,Botania,vazkii.botania.common.item.record.ItemRecordGaia2
redgear_core:debugger,5417,false,redgear_core,redgear.core.item.ItemDebugTool
redgear_brewcraft:RedGear.Brewcraft.Ingredients,5418,false,redgear_brewcraft,redgear.core.item.MetaItem
redgear_brewcraft:RedGear.Brewcraft.Misc,5419,false,redgear_brewcraft,redgear.core.item.MetaItem
redgear_brewcraft:RedGear.Brewcraft.Tears,5420,false,redgear_brewcraft,redgear.brewcraft.items.ItemTear
redgear_brewcraft:RedGear.Brewcraft.Hearts,5421,false,redgear_brewcraft,redgear.brewcraft.items.ItemHeart
redgear_brewcraft:RedGear.Brewcraft.Potions,5422,false,redgear_brewcraft,redgear.brewcraft.potions.MetaItemPotion
redgear_brewcraft:RedGear.Brewcraft.Vials,5423,false,redgear_brewcraft,redgear.brewcraft.potions.MetaItemPotion
redgear_brewcraft:RedGear.Brewcraft.BigPotions,5424,false,redgear_brewcraft,redgear.brewcraft.potions.MetaItemPotion
BuildCraft|Transport:pipeWaterproof,5425,false,BuildCraft|Transport,buildcraft.core.ItemBuildCraft
BuildCraft|Transport:item.buildcraftPipe.pipeitemswood,5426,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemsemerald,5427,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemscobblestone,5428,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemsstone,5429,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemsquartz,5430,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemsiron,5431,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemsgold,5432,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemsdiamond,5433,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemsobsidian,5434,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemslapis,5435,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemsdaizuli,5436,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemssandstone,5437,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemsvoid,5438,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemsemzuli,5439,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemsstripes,5440,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemsclay,5441,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipefluidswood,5442,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipefluidscobblestone,5443,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipefluidsstone,5444,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipefluidsquartz,5445,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipefluidsiron,5446,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipefluidsgold,5447,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipefluidsemerald,5448,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipefluidsdiamond,5449,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipefluidssandstone,5450,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipefluidsvoid,5451,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipepowerwood,5452,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipepowercobblestone,5453,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipepowerstone,5454,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipepowerquartz,5455,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipepoweriron,5456,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipepowergold,5457,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipepowerdiamond,5458,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipepoweremerald,5459,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipepowersandstone,5460,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:item.buildcraftPipe.pipestructurecobblestone,5461,false,BuildCraft|Transport,buildcraft.transport.ItemPipe
BuildCraft|Transport:pipeWire,5462,false,BuildCraft|Transport,buildcraft.transport.ItemPipeWire
BuildCraft|Transport:pipeGate,5463,false,BuildCraft|Transport,buildcraft.transport.gates.ItemGate
BuildCraft|Transport:pipeFacade,5464,false,BuildCraft|Transport,buildcraft.transport.ItemFacade
BuildCraft|Transport:pipePlug,5465,false,BuildCraft|Transport,buildcraft.transport.pluggable.ItemPlug
BuildCraft|Transport:pipeLens,5466,false,BuildCraft|Transport,buildcraft.transport.pluggable.ItemLens
BuildCraft|Transport:robotStation,5467,false,BuildCraft|Transport,buildcraft.robots.ItemRobotStation
BuildCraft|Transport:gateCopier,5468,false,BuildCraft|Transport,buildcraft.transport.ItemGateCopier
BuildCraft|Silicon:redstoneChipset,5469,false,BuildCraft|Silicon,buildcraft.silicon.ItemRedstoneChipset
BuildCraft|Silicon:redstone_board,5470,false,BuildCraft|Silicon,buildcraft.silicon.ItemRedstoneBoard
BuildCraft|Silicon:redstoneCrystal,5471,false,BuildCraft|Silicon,buildcraft.core.ItemBuildCraft
BuildCraft|Silicon:robot,5472,false,BuildCraft|Silicon,buildcraft.robots.ItemRobot
BuildCraft|Builders:templateItem,5473,false,BuildCraft|Builders,buildcraft.builders.ItemBlueprintTemplate
BuildCraft|Builders:blueprintItem,5474,false,BuildCraft|Builders,buildcraft.builders.ItemBlueprintStandard
BuildCraft|Energy:bucketOil,5475,false,BuildCraft|Energy,buildcraft.energy.ItemBucketBuildcraft
BuildCraft|Energy:bucketFuel,5476,false,BuildCraft|Energy,buildcraft.energy.ItemBucketBuildcraft
eureka:engineeringDiary,5477,false,eureka,eureka.items.ItemEngineeringDiary
bcadditions:ironCanister,5478,false,bcadditions,buildcraftAdditions.items.ItemCanister
bcadditions:goldCanister,5479,false,bcadditions,buildcraftAdditions.items.ItemCanister
bcadditions:diamondCanister,5480,false,bcadditions,buildcraftAdditions.items.ItemCanister
bcadditions:PowerCapsuleTier1,5481,false,bcadditions,buildcraftAdditions.items.ItemPoweredBase
bcadditions:powerCapsuleTier2,5482,false,bcadditions,buildcraftAdditions.items.ItemPoweredBase
bcadditions:powerCapsuleTier3,5483,false,bcadditions,buildcraftAdditions.items.ItemPoweredBase
bcadditions:stickIron,5484,false,bcadditions,buildcraftAdditions.items.ItemStickBCA
bcadditions:stickGold,5485,false,bcadditions,buildcraftAdditions.items.ItemStickBCA
bcadditions:stickDiamond,5486,false,bcadditions,buildcraftAdditions.items.ItemStickBCA
bcadditions:stickEmerald,5487,false,bcadditions,buildcraftAdditions.items.ItemStickBCA
bcadditions:stickNetherStar,5488,false,bcadditions,buildcraftAdditions.items.ItemStickBCA
bcadditions:stickQuartz,5489,false,bcadditions,buildcraftAdditions.items.ItemStickBCA
bcadditions:stickEnder,5490,false,bcadditions,buildcraftAdditions.items.ItemStickBCA
bcadditions:stickRedstone,5491,false,bcadditions,buildcraftAdditions.items.ItemStickBCA
bcadditions:stickGlowstone,5492,false,bcadditions,buildcraftAdditions.items.ItemStickBCA
bcadditions:stickSlime,5493,false,bcadditions,buildcraftAdditions.items.ItemStickBCA
bcadditions:stickBlaze,5494,false,bcadditions,buildcraftAdditions.items.ItemStickBCA
bcadditions:toolCore,5495,false,bcadditions,buildcraftAdditions.items.ItemBase
bcadditions:toolUpgradeHoe,5496,false,bcadditions,buildcraftAdditions.items.Tools.ItemToolUpgrade
bcadditions:toolUpgradeDigger,5497,false,bcadditions,buildcraftAdditions.items.Tools.ItemToolUpgrade
bcadditions:toolUpgradeDrill,5498,false,bcadditions,buildcraftAdditions.items.Tools.ItemToolUpgrade
bcadditions:toolUpgradeChaisaw,5499,false,bcadditions,buildcraftAdditions.items.Tools.ItemToolUpgrade
bcadditions:toolUpgradeArea,5500,false,bcadditions,buildcraftAdditions.items.Tools.ItemToolUpgrade
bcadditions:toolUpgradeSilky,5501,false,bcadditions,buildcraftAdditions.items.Tools.ItemToolUpgrade
bcadditions:toolUpgradeFortune1,5502,false,bcadditions,buildcraftAdditions.items.Tools.ItemToolUpgrade
bcadditions:toolUpgradeFortune2,5503,false,bcadditions,buildcraftAdditions.items.Tools.ItemToolUpgrade
bcadditions:toolUpgradeFortune3,5504,false,bcadditions,buildcraftAdditions.items.Tools.ItemToolUpgrade
bcadditions:itemKineticMultiTool,5505,false,bcadditions,buildcraftAdditions.items.Tools.ItemKineticMultiTool
bcadditions:grindingWheel,5506,false,bcadditions,buildcraftAdditions.items.ItemBase
bcadditions:wireIronUnhardened,5507,false,bcadditions,buildcraftAdditions.items.ItemBase
bcadditions:wireIron,5508,false,bcadditions,buildcraftAdditions.items.ItemBase
bcadditions:wireGoldUnhardened,5509,false,bcadditions,buildcraftAdditions.items.ItemBase
bcadditions:wireGold,5510,false,bcadditions,buildcraftAdditions.items.ItemBase
bcadditions:wireDiamondUnhardened,5511,false,bcadditions,buildcraftAdditions.items.ItemBase
bcadditions:wireDiamond,5512,false,bcadditions,buildcraftAdditions.items.ItemBase
bcadditions:machineConfigurator,5513,false,bcadditions,buildcraftAdditions.items.ItemMachineConfigurator
bcadditions:heatPlatingRaw,5514,false,bcadditions,buildcraftAdditions.items.ItemBase
bcadditions:heatPlating,5515,false,bcadditions,buildcraftAdditions.items.ItemBase
bcadditions:dust,5516,false,bcadditions,buildcraftAdditions.items.dust.ItemDust
bcadditions:pipeColoringTool,5517,false,bcadditions,buildcraftAdditions.items.Tools.ItemPipeColoringTool
bcadditions:upgrade,5518,false,bcadditions,buildcraftAdditions.items.ItemMachineUpgrade
bcadditions:blankUpgrade,5519,false,bcadditions,buildcraftAdditions.items.ItemBase
bcadditions:portableLaser,5520,false,bcadditions,buildcraftAdditions.items.Tools.ItemPortableLaser
bcadditions:kineticBackpack,5521,false,bcadditions,buildcraftAdditions.armour.ItemKineticBackpack
bcadditions:ingotGildedRedMetal,5522,false,bcadditions,buildcraftAdditions.items.ItemBase
bcadditions:condictuvePlateRaw,5523,false,bcadditions,buildcraftAdditions.items.ItemBase
bcadditions:condictuvePlate,5524,false,bcadditions,buildcraftAdditions.items.ItemBase
bcadditions:robotDebugTool,5525,false,bcadditions,buildcraftAdditions.items.ItemRobotDebugTool
Calculator:Wrench,5526,false,Calculator,sonar.calculator.mod.items.tools.Wrench
Calculator:InfoCalculator,5527,false,Calculator,sonar.calculator.mod.items.calculator.InfoCalc
Calculator:Calculator,5528,false,Calculator,sonar.calculator.mod.items.calculator.CalculatorItem
Calculator:CraftingCalculator,5529,false,Calculator,sonar.calculator.mod.items.calculator.CraftingCalc
Calculator:ScientificCalculator,5530,false,Calculator,sonar.calculator.mod.items.calculator.ScientificCalc
Calculator:FlawlessCalculator,5531,false,Calculator,sonar.calculator.mod.items.calculator.FlawlessCalc
Calculator:StorageModule,5532,false,Calculator,sonar.calculator.mod.items.modules.StorageModule
Calculator:HungerModule,5533,false,Calculator,sonar.calculator.mod.items.modules.HungerModule
Calculator:HealthModule,5534,false,Calculator,sonar.calculator.mod.items.modules.HealthModule
Calculator:NutritionModule,5535,false,Calculator,sonar.calculator.mod.items.modules.NutritionModule
Calculator:TerrainModule,5536,false,Calculator,sonar.calculator.mod.items.modules.TerrainModule
Calculator:AdvancedTerrainModule,5537,false,Calculator,sonar.calculator.mod.items.modules.AdvancedTerrainModule
Calculator:EnergyModule,5538,false,Calculator,sonar.calculator.mod.items.modules.EnergyModule
Calculator:LocatorModule,5539,false,Calculator,sonar.calculator.mod.items.modules.LocatorModule
Calculator:Soil,5540,false,Calculator,sonar.calculator.mod.items.misc.Soil
Calculator:SmallStone,5541,false,Calculator,sonar.calculator.mod.items.misc.SmallStone
Calculator:SpeedUpgrade,5542,false,Calculator,sonar.calculator.mod.items.misc.UpgradeCircuit
Calculator:EnergyUpgrade,5543,false,Calculator,sonar.calculator.mod.items.misc.UpgradeCircuit
Calculator:VoidUpgrade,5544,false,Calculator,sonar.calculator.mod.items.misc.UpgradeCircuit
Calculator:CalculatorScreen,5545,false,Calculator,net.minecraft.item.Item
Calculator:CalculatorAssembly,5546,false,Calculator,net.minecraft.item.Item
Calculator:AdvancedAssembly,5547,false,Calculator,net.minecraft.item.Item
Calculator:AtomicModule,5548,false,Calculator,net.minecraft.item.Item
Calculator:AtomicAssembly,5549,false,Calculator,net.minecraft.item.Item
Calculator:AtomicBinder,5550,false,Calculator,net.minecraft.item.Item
